frame,idx,score,alpha,step_norm,z_coarse
frame,idx,score,alpha,step_norm,z_coarse
103,0,5.70291,0.65,step,-3
103,1,7.75231,0.8,step,-2
103,2,10.166,0.95,step,-1
103,3,10.6819,1.1,step,0
103,4,10.4241,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
104,0,5.7015,0.65,step,-3
104,1,7.75296,0.8,step,-2
104,2,10.1672,0.95,step,-1
104,3,10.6835,1.1,step,0
104,4,10.4253,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
105,0,5.70532,0.65,step,-3
105,1,7.75819,0.8,step,-2
105,2,10.1729,0.95,step,-1
105,3,10.6859,1.1,step,0
105,4,10.4245,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
106,0,5.70203,0.65,step,-3
106,1,7.75424,0.8,step,-2
106,2,10.167,0.95,step,-1
106,3,10.6819,1.1,step,0
106,4,10.4235,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
107,0,5.70136,0.65,step,-3
107,1,7.75092,0.8,step,-2
107,2,10.1636,0.95,step,-1
107,3,10.6803,1.1,step,0
107,4,10.4226,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
108,0,5.69865,0.65,step,-3
108,1,7.75132,0.8,step,-2
108,2,10.1646,0.95,step,-1
108,3,10.6799,1.1,step,0
108,4,10.422,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
109,0,5.70456,0.65,step,-3
109,1,7.75478,0.8,step,-2
109,2,10.169,0.95,step,-1
109,3,10.6832,1.1,step,0
109,4,10.4228,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
110,0,5.70105,0.65,step,-3
110,1,7.75032,0.8,step,-2
110,2,10.1607,0.95,step,-1
110,3,10.6763,1.1,step,0
110,4,10.4193,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
111,0,5.69969,0.65,step,-3
111,1,7.75294,0.8,step,-2
111,2,10.169,0.95,step,-1
111,3,10.6859,1.1,step,0
111,4,10.4274,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
112,0,5.70097,0.65,step,-3
